content_id,feature_name,feature,label
0Rr8A,hotness=30,64,157
0Rr8A,lifetime=20,71,157
0Rr8A,Time=21,14,157
0Rr8A,categories=fotball,41,157
0Rr8A,tags=mushaga bakenga,3074,157
0Rr8A,tags= tore reginiussen,2118,157
0Rr8A,tags= sarpsborg,1812,157
0Rr8A,tags= nicklas bendtner,1490,157
0Rr8A,tags= kjetil kroksæter,1104,157
0Rr8A,tags= rosenborg bk,1764,157
0RrOJ,hotness=30,64,158
0RrOJ,lifetime=20,71,158
0RrOJ,Time=11,3,158
0RrOJ,categories=vintersport,60,158
0RrOJ,tags=hopp,2773,158
0RrOJ,tags= holmenkollen,883,158
0RrOJ,tags= fis,658,158
0Rrg6,hotness=40,65,159
0Rrg6,lifetime=20,71,159
0Rrg6,Time=8,22,159
0Rrg6,categories=fotball,41,159
0Rrg6,tags=manchester city,3005,159
0Rrg6,tags= engelsk fotball,573,159
0Rrg6,tags= manchester united,1316,159
0Rrg6,tags= liverpool fc,1271,159
0Rrg6,tags= premier league,1663,159
1aK7e,hotness=60,67,217
1aK7e,lifetime=40,72,217
1aK7e,Time=18,10,217
1aK7e,categories=verden,59,217
1aK7e,tags=marine le pen,3010,217
1aK7e,tags= donald trump,503,217
1aK7e,tags= presidentvalget i frankrike,1665,217
1aK7e,tags= brexit,352,217
0Rr7G,hotness=40,65,156
0Rr7G,lifetime=40,72,156
0Rr7G,Time=17,9,156
0Rr7G,categories=fotball,41,156
0Rr7G,tags=lionel messi,2974,156
0Rr7G,tags= teheran,2060,156
0Rr7G,tags= barcelona,240,156
0Rr7G,tags= argentina,175,156
0Rr7G,tags= iran,966,156
1lr9e,hotness=30,64,290
1lr9e,lifetime=20,71,290
1lr9e,Time=18,10,290
1lr9e,categories=verden,59,290
1lr9e,tags=,74,290
26oea,hotness=40,65,366
26oea,lifetime=20,71,366
26oea,Time=17,9,366
26oea,categories=sykkel,58,366
26oea,tags=alexander kristoff,2373,366
0RWrJ,hotness=60,67,116
0RWrJ,lifetime=40,72,116
0RWrJ,Time=18,10,116
0RWrJ,categories=norge,50,116
0RWrJ,categories= politikk,29,116
0RWrJ,tags=siv jensen,3316,116
0RWrJ,tags= stortingsvalg 2017,1980,116
0RWrJ,tags= fremskrittspartiets landsmøte 2017,740,116
0RWrJ,tags= politikk,1653,116
26oqB,hotness=40,65,367
26oqB,lifetime=20,71,367
26oqB,Time=5,19,367
26oqB,categories=verden,59,367
26oqB,tags=brann,2484,367
26oqB,tags= stockholm,1973,367
3AVeM,hotness=40,65,450
3AVeM,lifetime=20,71,450
3AVeM,Time=11,3,450
3AVeM,categories=verden,59,450
3AVeM,tags=bangkok,2427,450
3AVeM,tags= fly,675,450
26P5G,hotness=40,65,335
26P5G,lifetime=20,71,335
26P5G,Time=18,10,335
26P5G,categories=kultur,45,335
26P5G,tags=musikk,3075,335
26P5G,tags= russland,1776,335
26P5G,tags= ukraina,2201,335
26P5G,tags= kiev,1089,335
26P5G,tags= eurovision song contest,603,335
26P5G,tags= tv,2178,335
26P5G,tags= konflikt,1132,335
4pr86,hotness=40,65,683
4pr86,lifetime=40,72,683
4pr86,Time=20,13,683
4pr86,categories=fotball,41,683
4pr86,tags=kåre ingebrigtsen,2941,683
4pr86,tags= mushaga bakenga,1439,683
4pr86,tags= eliteserien,558,683
4pr86,tags= sarpsborg 08,1813,683
4pr86,tags= nicklas bendtner,1490,683
4pr86,tags= sarpsborg,1812,683
4pr86,tags= fredrik midtsjø,736,683
4prV9,hotness=40,65,684
4prV9,lifetime=20,71,684
4prV9,Time=9,23,684
4prV9,categories=osloby,52,684
4prV9,tags=vær,3572,684
4prV9,tags= 1. mai,75,684
5Xrlz,hotness=40,65,808
5Xrlz,lifetime=20,71,808
5Xrlz,Time=15,7,808
5Xrlz,categories=verden,59,808
5Xrlz,tags=donald trump,2569,808
78B0o,hotness=40,65,961
78B0o,lifetime=40,72,961
78B0o,Time=9,23,961
78B0o,categories=meninger,47,961
78B0o,categories= sid,30,961
78B0o,tags=sosiale medier,3355,961
78B0o,tags= bursdag,374,961
78B0o,tags= ensomhet,576,961
84XvQ,hotness=40,65,1183
84XvQ,lifetime=20,71,1183
84XvQ,Time=9,23,1183
84XvQ,categories=fotball,41,1183
84XvQ,tags=slaget om sørlandet,3342,1183
84XvQ,tags= arendal fotball,173,1183
1lrJl,hotness=40,65,291
1lrJl,lifetime=40,72,291
1lrJl,Time=20,13,291
1lrJl,categories=fotball,41,291
1lrJl,tags=eliteserien,2596,291
1lrJl,tags= sarpsborg 08,1813,291
1lrJl,tags= rosenborg bk,1764,291
78jmB,hotness=40,65,1014
78jmB,lifetime=40,72,1014
78jmB,Time=16,8,1014
78jmB,categories=andreidretter,34,1014
78jmB,tags=bjerkreim kommune,2464,1014
78jmB,tags= sprek,1932,1014
78jmB,tags= oslo,1590,1014
78jmB,tags= løping,1295,1014
78jmB,tags= sentrumsløpet,1837,1014
78BzB,hotness=50,66,962
78BzB,lifetime=20,71,962
78BzB,Time=18,10,962
78BzB,categories=okonomi,51,962
78BzB,tags=frihandel,2700,962
78BzB,tags= brexit,352,962
78BzB,tags= verdensøkonomien,2252,962
78j4W,hotness=40,65,1013
78j4W,lifetime=20,71,1013
78j4W,Time=9,23,1013
78j4W,categories=verden,59,1013
78j4W,tags=,74,1013
84Xx1,hotness=40,65,1184
84Xx1,lifetime=20,71,1184
84Xx1,Time=7,21,1184
84Xx1,categories=vintersport,60,1184
84Xx1,tags=ol,3141,1184
84Xx1,tags= aksel lund svindal,113,1184
84Xx1,tags= alpint,134,1184
AKx9x,hotness=10,62,1572
AKx9x,lifetime=20,71,1572
AKx9x,Time=13,5,1572
AKx9x,categories=kultur,45,1572
AKx9x,tags=,74,1572
BQ6d7,hotness=40,65,1591
BQ6d7,lifetime=20,71,1591
BQ6d7,Time=17,9,1591
BQ6d7,categories=fotball,41,1591
BQ6d7,tags=slaget om sørlandet,3342,1591
E1Bga,hotness=10,62,1735
E1Bga,lifetime=20,71,1735
E1Bga,Time=14,6,1735
E1Bga,categories=kultur,45,1735
E1Bga,tags=,74,1735
GW629,hotness=40,65,1903
GW629,lifetime=20,71,1903
GW629,Time=14,6,1903
GW629,categories=norge,50,1903
GW629,tags=sør-vest politidistrikt,3427,1903
GW629,tags= ulykker,2205,1903
E1BjP,hotness=30,64,1736
E1BjP,lifetime=20,71,1736
E1BjP,Time=6,20,1736
E1BjP,categories=fotball,41,1736
E1BjP,tags=color line,2532,1736
E1BjP,tags= ålesund,2329,1736
E1BjP,tags= bård flovik,385,1736
E1BjP,tags= gjermund åsen,789,1736
E1BjP,tags= simen wangberg,1851,1736
GW6g9,hotness=40,65,1907
GW6g9,lifetime=20,71,1907
GW6g9,Time=18,10,1907
GW6g9,categories=sykkel,58,1907
GW6g9,tags=rasisme,3231,1907
GW6g9,tags= sykkel-vm,2024,1907
GW6qx,hotness=40,65,1908
GW6qx,lifetime=20,71,1908
GW6qx,Time=9,23,1908
GW6qx,categories=ballsport,35,1908
GW6qx,tags=roger federer,3266,1908
GW6qx,tags= novak djokovic,1531,1908
GW6qx,tags= casper ruud,402,1908
GW6qx,tags= tennis,2068,1908
GWw4l,hotness=50,66,1998
GWw4l,lifetime=40,72,1998
GWw4l,Time=19,11,1998
GWw4l,categories=norge,50,1998
GWw4l,tags=kjell inge røkke,2878,1998
GWw4l,tags= miljø,1400,1998
GWw4l,tags= nina jensen,1495,1998
GWw4l,tags= utslipp,2222,1998
GWw4l,tags= wwf,2316,1998
GWw4l,tags= forsøpling,714,1998
GWw4l,tags= natur,1459,1998
GW6RB,hotness=20,63,1906
GW6RB,lifetime=40,72,1906
GW6RB,Time=19,11,1906
GW6RB,categories=fotball,41,1906
GW6RB,tags=nicklas bendtner,3100,1906
GW6RB,tags= rosenborg bk,1764,1906
AKxX5,hotness=30,64,1573
AKxX5,lifetime=20,71,1573
AKxX5,Time=7,21,1573
AKxX5,categories=norge,50,1573
AKxX5,tags=politiet,3199,1573
AKxX5,tags= russetid,1775,1573
Lr97V,hotness=40,65,2444
Lr97V,lifetime=40,72,2444
Lr97V,Time=20,13,2444
Lr97V,categories=fotball,41,2444
Lr97V,tags=kåre ingebrigtsen,2941,2444
Lr97V,tags= mike jensen,1396,2444
Lr97V,tags= mushaga bakenga,1439,2444
Lr97V,tags= eliteserien,558,2444
Lr97V,tags= sarpsborg 08,1813,2444
Lr97V,tags= nicklas bendtner,1490,2444
Lr97V,tags= rosenborg bk,1764,2444
JmpRP,hotness=60,67,2189
JmpRP,lifetime=20,71,2189
JmpRP,Time=12,4,2189
JmpRP,categories=norge,50,2189
JmpRP,categories= politikk,29,2189
JmpRP,tags=bjørnar moxnes,2468,2189
JmpRP,tags= jonas gahr støre,1038,2189
JmpRP,tags= politikk,1653,2189
JmpRP,tags= 1. mai,75,2189
My9b5,hotness=60,67,2575
My9b5,lifetime=40,72,2575
My9b5,Time=17,9,2575
My9b5,categories=norge,50,2575
My9b5,tags=fremskrittspartiet (frp),2699,2575
My9b5,tags= rødt (r),1785,2575
My9b5,tags= politikk,1653,2575
My9b5,tags= 1. mai,75,2575
LrWWp,hotness=40,65,2486
LrWWp,lifetime=40,72,2486
LrWWp,Time=8,22,2486
LrWWp,categories=andreidretter,34,2486
LrWWp,tags=anders pamer,2385,2486
LrWWp,tags= svømming,2019,2486
PbOqX,hotness=40,65,2900
PbOqX,lifetime=20,71,2900
PbOqX,Time=9,23,2900
PbOqX,categories=sykkel,58,2900
PbOqX,tags=tour de france,3475,2900
Lr9EQ,hotness=30,64,2445
Lr9EQ,lifetime=20,71,2445
Lr9EQ,Time=18,10,2445
Lr9EQ,categories=verden,59,2445
Lr9EQ,tags=,74,2445
QePbq,hotness=10,62,3031
QePbq,lifetime=20,71,3031
QePbq,Time=19,11,3031
QePbq,categories=kultur,45,3031
QePbq,tags=hollywood,2768,3031
QePbq,tags= tv-anmeldelse,2180,3031
QePbq,tags= marilyn monroe,1325,3031
VAdLl,hotness=40,65,3236
VAdLl,lifetime=20,71,3236
VAdLl,Time=10,2,3236
VAdLl,categories=norge,50,3236
VAdLl,tags=odda,3138,3236
VAdLl,tags= bent høie,271,3236
VAdLl,tags= sykehus,2022,3236
VAdLl,tags= ruth grung,1779,3236
VAdoJ,hotness=30,64,3237
VAdoJ,lifetime=20,71,3237
VAdoJ,Time=8,22,3237
VAdoJ,categories=andreidretter,34,3237
VAdoJ,tags=amalie iuel,2379,3237
WpJdd,hotness=40,65,3372
WpJdd,lifetime=20,71,3372
WpJdd,Time=18,10,3372
WpJdd,categories=okonomi,51,3372
WpJdd,tags=expert,2626,3372
WpJdd,tags= sykkel,2023,3372
XX91b,hotness=50,66,3484
XX91b,lifetime=40,72,3484
XX91b,Time=10,2,3484
XX91b,categories=amagasinet,33,3484
XX91b,tags=fornybar energi,2678,3484
XX91b,tags= vindkraft,2276,3484
XXz7x,hotness=40,65,3558
XXz7x,lifetime=40,72,3558
XXz7x,Time=19,11,3558
XXz7x,categories=fotball,41,3558
XXz7x,tags=eliteserien,2596,3558
XXz7x,tags= sarpsborg 08,1813,3558
XXz7x,tags= rosenborg bk,1764,3558
Oxlq3,hotness=40,65,2788
Oxlq3,lifetime=20,71,2788
Oxlq3,Time=9,23,2788
Oxlq3,categories=norge,50,2788
Oxlq3,tags=lillehammer,2968,2788
Oxlq3,tags= vold,2287,2788
XXzBE,hotness=30,64,3559
XXzBE,lifetime=20,71,3559
XXzBE,Time=14,6,3559
XXzBE,categories=verden,59,3559
XXzBE,tags=presidentvalget i frankrike,3210,3559
XXzBE,tags= 1. mai,75,3559
Lr9kJ,hotness=30,64,2447
Lr9kJ,lifetime=20,71,2447
Lr9kJ,Time=6,20,2447
Lr9kJ,categories=osloby,52,2447
Lr9kJ,tags=oslo,3159,2447
Lr9kJ,tags= politiet,1652,2447
Lr9kJ,tags= 1. mai,75,2447
WpJ52,hotness=60,67,3371
WpJ52,lifetime=40,72,3371
WpJ52,Time=18,10,3371
WpJ52,categories=fotball,41,3371
WpJ52,tags=eliteserien,2596,3371
WpJ52,tags= rosenborg bk,1764,3371
XXzeB,hotness=20,63,3560
XXzeB,lifetime=20,71,3560
XXzeB,Time=8,22,3560
XXzeB,categories=fotball,41,3560
XXzeB,tags=eliteserien,2596,3560
XXzeB,tags= aalesund fk,85,3560
XXzpr,hotness=40,65,3561
XXzpr,lifetime=20,71,3561
XXzpr,Time=9,23,3561
XXzpr,categories=verden,59,3561
XXzpr,tags=,74,3561
az83O,hotness=40,65,3620
az83O,lifetime=40,72,3620
az83O,Time=19,11,3620
az83O,categories=idrettspolitikk,42,3620
az83O,tags=ol,3141,3620
dKGbo,hotness=30,64,3874
dKGbo,lifetime=20,71,3874
dKGbo,Time=9,23,3874
dKGbo,categories=ballsport,35,3874
dKGbo,tags=basketball,2443,3874
eQkkM,hotness=40,65,4064
eQkkM,lifetime=40,72,4064
eQkkM,Time=8,22,4064
eQkkM,categories=verden,59,4064
eQkkM,tags=overgrep,3168,4064
eQkkM,tags= usa,2214,4064
eQkkM,tags= voldtekt,2288,4064
gMJj9,hotness=30,64,4173
gMJj9,lifetime=20,71,4173
gMJj9,Time=10,2,4173
gMJj9,categories=norge,50,4173
gMJj9,tags=,74,4173
gMJB9,hotness=40,65,4171
gMJB9,lifetime=40,72,4171
gMJB9,Time=11,3,4171
gMJB9,categories=norge,50,4171
gMJB9,tags=trolltunga,3488,4171
dKGjo,hotness=40,65,3875
dKGjo,lifetime=20,71,3875
dKGjo,Time=8,22,3875
dKGjo,categories=andreidretter,34,3875
dKGjo,tags=håndball,2784,3875
dKGjo,tags= vipers kristiansand,2281,3875
lPJw7,hotness=30,64,4595
lPJw7,lifetime=20,71,4595
lPJw7,Time=7,21,4595
lPJw7,categories=andreidretter,34,4595
lPJw7,tags=friidrett,2701,4595
lPQ4y,hotness=40,65,4604
lPQ4y,lifetime=40,72,4604
lPQ4y,Time=7,21,4604
lPQ4y,categories=ballsport,35,4604
lPQ4y,tags=håndball,2784,4604
lPQ4y,tags= byåsen håndball elite,383,4604
knKL9,hotness=20,63,4488
knKL9,lifetime=40,72,4488
knKL9,Time=15,7,4488
knKL9,categories=fotball,41,4488
knKL9,tags=kåre ingebrigtsen,2941,4488
knKL9,tags= mike jensen,1396,4488
knKL9,tags= pål andré helland,1682,4488
knKL9,tags= jørgen skjelvik,1064,4488
knKL9,tags= anders konradsen,146,4488
knKL9,tags= tore reginiussen,2118,4488
knKL9,tags= sarpsborg 08,1813,4488
knKL9,tags= nicklas bendtner,1490,4488
knKL9,tags= rosenborg bk,1764,4488
knKL9,tags= fredrik midtsjø,736,4488
mmv4v,hotness=40,65,4777
mmv4v,lifetime=40,72,4777
mmv4v,Time=16,8,4777
mmv4v,categories=fotball,41,4777
mmv4v,tags=,74,4777
mmv2O,hotness=40,65,4776
mmv2O,lifetime=20,71,4776
mmv2O,Time=20,13,4776
mmv2O,categories=norge,50,4776
mmv2O,tags=,74,4776
mmvwv,hotness=40,65,4781
mmvwv,lifetime=40,72,4781
mmvwv,Time=16,8,4781
mmvwv,categories=fotball,41,4781
mmvwv,tags=tromsdalen fotball,3490,4781
nEM6d,hotness=50,66,4870
nEM6d,lifetime=40,72,4870
nEM6d,Time=20,13,4870
nEM6d,categories=fotball,41,4870
nEM6d,tags=liverpool fc,2978,4870
nEM6d,tags= watford fc,2301,4870
GW65m,hotness=40,65,1904
GW65m,lifetime=20,71,1904
GW65m,Time=7,21,1904
GW65m,categories=verden,59,1904
GW65m,tags=,74,1904
6O58e,hotness=20,63,867
6O58e,lifetime=20,71,867
6O58e,Time=8,22,867
6O58e,categories=fotball,41,867
6O58e,tags=eliteserien,2596,867
6O58e,tags= aalesund fk,85,867
py9vj,hotness=40,65,5153
py9vj,lifetime=40,72,5153
py9vj,Time=15,7,5153
py9vj,categories=sykkel,58,5153
py9vj,tags=alexander kristoff,2373,5153
py94E,hotness=40,65,5152
py94E,lifetime=40,72,5152
py94E,Time=8,22,5152
py94E,categories=okonomi,51,5152
py94E,tags=norges bank,3114,5152
py94E,tags= økonomi,2338,5152
py94E,tags= rentemøte,1731,5152
py94E,tags= rente,1730,5152
rx9Ow,hotness=40,65,5384
rx9Ow,lifetime=20,71,5384
rx9Ow,Time=12,4,5384
rx9Ow,categories=fotball,41,5384
rx9Ow,tags=eliteserien,2596,5384
rx9Ow,tags= sarpsborg 08,1813,5384
rx9Ow,tags= nicklas bendtner,1490,5384
rx9Ow,tags= rosenborg bk,1764,5384
vR9wp,hotness=40,65,5461
vR9wp,lifetime=20,71,5461
vR9wp,Time=6,20,5461
vR9wp,categories=fotball,41,5461
vR9wp,tags=slaget om sørlandet,3342,5461
vR9wp,tags= fk jerv,667,5461
or1bR,hotness=40,65,5020
or1bR,lifetime=40,72,5020
or1bR,Time=18,10,5020
or1bR,categories=idrettspolitikk,42,5020
or1bR,tags=iaaf,2789,5020
or1bR,tags= sebastian coe,1825,5020
or1bR,tags= friidrett,741,5020
vR97X,hotness=40,65,5459
vR97X,lifetime=40,72,5459
vR97X,Time=18,10,5459
vR97X,categories=fotball,41,5459
vR97X,tags=,74,5459
wl9K5,hotness=40,65,5595
wl9K5,lifetime=60,73,5595
wl9K5,Time=6,20,5595
wl9K5,categories=norge,50,5595
wl9K5,tags=oslo,3159,5595
wl9K5,tags= 1. mai,75,5595
zp9wq,hotness=60,67,5991
zp9wq,lifetime=40,72,5991
zp9wq,Time=18,10,5991
zp9wq,categories=fotball,41,5991
zp9wq,tags=real madrid cf ,3233,5991
zp9wq,tags= bayern münchen,260,5991
zp9wq,tags= atlético madrid,211,5991
zp9wq,tags= champions league,408,5991
x69vX,hotness=40,65,5755
x69vX,lifetime=20,71,5755
x69vX,Time=17,9,5755
x69vX,categories=verden,59,5755
x69vX,tags=,74,5755
wl9J1,hotness=20,63,5594
wl9J1,lifetime=20,71,5594
wl9J1,Time=13,5,5594
wl9J1,categories=kultur,45,5594
wl9J1,tags=quiz,3222,5594
zp9xK,hotness=30,64,5992
zp9xK,lifetime=20,71,5992
zp9xK,Time=5,19,5992
zp9xK,categories=verden,59,5992
zp9xK,tags=eu,2617,5992
zp9xK,tags= tony blair,2112,5992
zp9xK,tags= brexit,352,5992
zp9zw,hotness=60,67,5993
zp9zw,lifetime=20,71,5993
zp9zw,Time=14,6,5993
zp9zw,categories=verden,59,5993
zp9zw,tags=sverige,3408,5993
zp9zw,tags= nazisme,1463,5993
zp9zw,tags= 1. mai,75,5993
zp9zw,tags= nynazisme,1537,5993
zpx2O,hotness=40,65,6084
zpx2O,lifetime=40,72,6084
zpx2O,Time=14,6,6084
zpx2O,categories=fotball,41,6084
zpx2O,tags=norsk fotball,3120,6084
zpx2O,tags= eliteserien,558,6084
vR9Pl,hotness=50,66,5460
vR9Pl,lifetime=40,72,5460
vR9Pl,Time=16,8,5460
vR9Pl,categories=andreidretter,34,5460
vR9Pl,tags=askøy,2412,5460
vR9Pl,tags= friidrett,741,5460
q93ww,hotness=20,63,5213
q93ww,lifetime=40,72,5213
q93ww,Time=15,7,5213
q93ww,categories=fotball,41,5213
q93ww,tags=ole martin rindarøy,3145,5213
q93ww,tags= molde fk,1413,5213
mmvn1,hotness=20,63,4779
mmvn1,lifetime=40,72,4779
mmvn1,Time=13,5,4779
mmvn1,categories=sprek,57,4779
mmvn1,tags=tromsø,3491,4779
26b8v,hotness=40,65,353
26b8v,lifetime=20,71,353
26b8v,Time=10,2,353
26b8v,categories=fotball,41,353
26b8v,tags=fc københavn,2636,353
26b8v,tags= atalanta,208,353
26b8v,tags= ståle solbakken,1996,353
26b8v,tags= serie a,1840,353
1lxxW,hotness=40,65,301
1lxxW,lifetime=40,72,301
1lxxW,Time=15,7,301
1lxxW,categories=fotball,41,301
1lxxW,tags=kåre ingebrigtsen,2941,301
1lxxW,tags= sarpsborg 08,1813,301
1lxxW,tags= nicklas bendtner,1490,301
1lxxW,tags= rosenborg bk,1764,301
1lxOQ,hotness=40,65,297
1lxOQ,lifetime=20,71,297
1lxOQ,Time=13,5,297
1lxOQ,categories=osloby,52,297
1lxOQ,tags=oslo,3159,297
1lxOQ,tags= vann og avløp,2232,297
1lxOQ,tags= lekkasje,1245,297
3Axjv,hotness=40,65,490
3Axjv,lifetime=20,71,490
3Axjv,Time=9,23,490
3Axjv,categories=vintersport,60,490
3Axjv,tags=stavanger oilers,3378,490
3Axjv,tags= ishockey,969,490
3Axjv,tags= dnb arena,498,490
3Axjv,tags= stavanger,1951,490
3Axjv,tags= gull,817,490
3Axz9,hotness=40,65,492
3Axz9,lifetime=40,72,492
3Axz9,Time=17,9,492
3Axz9,categories=fotball,41,492
3Axz9,tags=manchester united,3006,492
4praa,hotness=40,65,685
4praa,lifetime=20,71,685
4praa,Time=3,17,685
4praa,categories=norge,50,685
4praa,tags=oslo,3159,685
4praa,tags= boligmarkedet,329,685
4praa,tags= boligpriser,331,685
1lxXG,hotness=40,65,298
1lxXG,lifetime=40,72,298
1lxXG,Time=16,8,298
1lxXG,categories=fotball,41,298
1lxXG,tags=lillestrøm sk,2970,298
4pxl9,hotness=30,64,696
4pxl9,lifetime=20,71,696
4pxl9,Time=21,14,696
4pxl9,categories=norge,50,696
4pxl9,tags=etterforskning,2614,696
4pxl9,tags= voldtekt,2288,696
4pxmG,hotness=30,64,697
4pxmG,lifetime=40,72,697
4pxmG,Time=16,8,697
4pxmG,categories=meninger,47,697
4pxmG,categories= leder,26,697
4pxmG,tags=norsk tipping,3124,697
4pxmG,tags= markedsføring,1331,697
5XoJX,hotness=40,65,804
5XoJX,lifetime=20,71,804
5XoJX,Time=8,22,804
5XoJX,categories=verden,59,804
5XoJX,tags=saudi-arabia,3300,804
5XoJX,tags= norge,1507,804
5XoJX,tags= fn,684,804
5XoJX,tags= børge brende,391,804
5XovX,hotness=20,63,806
5XovX,lifetime=20,71,806
5XovX,Time=22,15,806
5XovX,categories=okonomi,51,806
5XovX,tags=nettbrett,3095,806
5XovX,tags= apple,164,806
5XovX,tags= samsung,1796,806
1lWMG,hotness=30,64,263
1lWMG,lifetime=20,71,263
1lWMG,Time=14,6,263
1lWMG,categories=andreidretter,34,263
1lWMG,tags=friidrett,2701,263
84X2w,hotness=40,65,1180
84X2w,lifetime=20,71,1180
84X2w,Time=5,19,1180
84X2w,categories=verden,59,1180
84X2w,tags=turisme,3503,1180
84X2w,tags= usa,2214,1180
78xl3,hotness=40,65,1054
78xl3,lifetime=20,71,1054
78xl3,Time=9,23,1054
78xl3,categories=vintersport,60,1054
78xl3,tags=ishockey,2811,1054
78xl3,tags= stavanger oilers,1953,1054
3Ax10,hotness=40,65,487
3Ax10,lifetime=20,71,487
3Ax10,Time=12,4,487
3Ax10,categories=verden,59,487
3Ax10,tags=syria,3420,487
3Ax10,tags= mosul,1429,487
78xow,hotness=20,63,1055
78xow,lifetime=20,71,1055
78xow,Time=20,13,1055
78xow,categories=osloby,52,1055
78xow,tags=,74,1055
0RgLg,hotness=40,65,136
0RgLg,lifetime=20,71,136
0RgLg,Time=12,4,136
0RgLg,categories=norge,50,136
0RgLg,tags=,74,136
84Xb2,hotness=30,64,1182
84Xb2,lifetime=40,72,1182
84Xb2,Time=8,22,1182
84Xb2,categories=okonomi,51,1182
84Xb2,tags=konfirmasjon,2904,1182
84Xb2,tags= nav,1461,1182
AKJ33,hotness=40,65,1511
AKJ33,lifetime=20,71,1511
AKJ33,Time=11,3,1511
AKJ33,categories=ballsport,35,1511
AKJ33,tags=håndball,2784,1511
AKJ33,tags= vipers kristiansand,2281,1511
AKJ33,tags= peder langfeldt,1622,1511
84xPG,hotness=40,65,1238
84xPG,lifetime=20,71,1238
84xPG,Time=12,4,1238
84xPG,categories=fotball,41,1238
84xPG,tags=fotball-nm,2687,1238
84xPG,tags= fløy,683,1238
84xPG,tags= slaget om sørlandet,1891,1238
84xPG,tags= flekkerøy,670,1238
84xPG,tags= ik start,932,1238
97x3p,hotness=50,66,1392
97x3p,lifetime=20,71,1392
97x3p,Time=11,3,1392
97x3p,categories=norge,50,1392
97x3p,tags=beredskap,2449,1392
97x3p,tags= justis- og beredskapsdepartementet,1056,1392
97x3p,tags= riksrevisjonen,1743,1392
84xWE,hotness=40,65,1239
84xWE,lifetime=40,72,1239
84xWE,Time=18,10,1239
84xWE,categories=vintersport,60,1239
84xWE,tags=skøyter,3341,1239
84xWE,tags= ol,1555,1239
84xWE,tags= håvard bøkko,912,1239
AKJvx,hotness=40,65,1513
AKJvx,lifetime=20,71,1513
AKJvx,Time=11,3,1513
AKJvx,categories=norge,50,1513
AKJvx,tags=,74,1513
84p2d,hotness=50,66,1223
84p2d,lifetime=20,71,1223
84p2d,Time=10,2,1223
84p2d,categories=fotball,41,1223
84p2d,tags=fana il fotball,2631,1223
84p2d,tags= sk brann,1866,1223
84p2d,tags= fk fyllingsdalen,665,1223
84p2d,tags= fotball,718,1223
84p2d,tags= kroatia,1182,1223
E1B1l,hotness=60,67,1734
E1B1l,lifetime=20,71,1734
E1B1l,Time=7,21,1734
E1B1l,categories=verden,59,1734
E1B1l,tags=opcw,3151,1734
E1B1l,tags= syria,2029,1734
E1B1l,tags= bashar al-assad,258,1734
E1B1l,tags= syriakrigen,2030,1734
E1B1l,tags= human rights watch,897,1734
E1KLP,hotness=30,64,1741
E1KLP,lifetime=20,71,1741
E1KLP,Time=16,8,1741
E1KLP,categories=verden,59,1741
E1KLP,tags=grensekontroll,2730,1741
E1Km5,hotness=20,63,1742
E1Km5,lifetime=40,72,1742
E1Km5,Time=15,7,1742
E1Km5,categories=norge,50,1742
E1Km5,tags=stord,3387,1742
E1Km5,tags= brann,346,1742
E1Km5,tags= bergen,273,1742
E1Km5,tags= sunnhordland,2003,1742
GW67V,hotness=30,64,1905
GW67V,lifetime=20,71,1905
GW67V,Time=3,17,1905
GW67V,categories=verden,59,1905
GW67V,tags=nord-korea,3108,1905
GW67V,tags= fn,684,1905
GW67V,tags= kim jong-un,1090,1905
GW67V,tags= usa,2214,1905
E1KpG,hotness=50,66,1743
E1KpG,lifetime=20,71,1743
E1KpG,Time=16,8,1743
E1KpG,categories=kultur,45,1743
E1KpG,tags=kultur,2932,1743
E1KpG,tags= den norske opera & ballett,477,1743
E1KpG,tags= opera (musikk),1580,1743
E1KpG,tags= konflikt,1132,1743
JmLLb,hotness=60,67,2129
JmLLb,lifetime=20,71,2129
JmLLb,Time=16,8,2129
JmLLb,categories=verden,59,2129
JmLLb,tags=russland,3284,2129
JmLRR,hotness=70,68,2130
JmLRR,lifetime=40,72,2130
JmLRR,Time=19,11,2130
JmLRR,categories=verden,59,2130
JmLRR,tags=russland,3284,2130
JmLRR,tags= syria,2029,2130
JmLRR,tags= tyrkia,2189,2130
JmLRR,tags= usa,2214,2130
JmLpj,hotness=60,67,2132
JmLpj,lifetime=40,72,2132
JmLpj,Time=14,6,2132
JmLpj,categories=ballsport,35,2132
JmLpj,tags=molde,3061,2132
JmLpj,tags= vipers kristiansand,2281,2132
JmLpj,tags= marta tomac,1335,2132
Jmpzb,hotness=40,65,2191
Jmpzb,lifetime=20,71,2191
Jmpzb,Time=7,21,2191
Jmpzb,categories=fotball,41,2191
Jmpzb,tags=juventus fc,2850,2191
Jmpzb,tags= gianluigi buffon,780,2191
Jmpzb,tags= uefa,2198,2191
Jmpzb,tags= champions league,408,2191
Jmpzb,tags= as monaco,195,2191
Lr9V9,hotness=40,65,2446
Lr9V9,lifetime=20,71,2446
Lr9V9,Time=5,19,2446
Lr9V9,categories=osloby,52,2446
Lr9V9,tags=,74,2446
K5aj4,hotness=10,62,2278
K5aj4,lifetime=20,71,2278
K5aj4,Time=13,5,2278
K5aj4,categories=personalia,53,2278
K5aj4,tags=,74,2278
LraLJ,hotness=40,65,2490
