content_id,feature_name,feature,label
dVJKB,tags=oljebransjen,3147,3975
dVJKB,tags= økonomi,2338,3975
dVJvB,hotness=40,65,3976
dVJvB,lifetime=20,71,3976
dVJvB,Time=7,21,3976
dVJvB,categories=fotball,41,3976
dVJvB,tags=fløy,2666,3976
dVJvB,tags= kristiansand,1166,3976
dVJvB,tags= flekkerøy,670,3976
dVJvB,tags= vindbjart fk,2275,3976
dVJvB,tags= sør cup,2034,3976
dVJvB,tags= fotball,718,3976
dVvd1,hotness=20,63,4015
dVvd1,lifetime=20,71,4015
dVvd1,Time=13,5,4015
dVvd1,categories=norge,50,4015
dVvd1,tags=syria,3420,4015
dVvd1,tags= pst,1676,4015
eVGLK,hotness=40,65,4114
eVGLK,lifetime=40,72,4114
eVGLK,Time=5,19,4114
eVGLK,categories=fotball,41,4114
eVGLK,tags=sivert heltne nilsen,3317,4114
eVGLK,tags= eliteserien,558,4114
eVGLK,tags= sk brann,1866,4114
eVGLK,tags= lars arne nilsen,1223,4114
eVaMl,hotness=50,66,4132
eVaMl,lifetime=20,71,4132
eVaMl,Time=18,10,4132
eVaMl,categories=fotball,41,4132
eVaMl,tags=slaget om sørlandet,3342,4132
gq38J,hotness=40,65,4228
gq38J,lifetime=20,71,4228
gq38J,Time=10,2,4228
gq38J,categories=fotball,41,4228
gq38J,tags=eliteserien,2596,4228
gq38J,tags= strømsgodset if,1993,4228
gq38J,tags= espen bugge pettersen,585,4228
gqvdL,hotness=40,65,4264
gqvdL,lifetime=40,72,4264
gqvdL,Time=18,10,4264
gqvdL,categories=sykkel,58,4264
gqvdL,tags=tour de france,3475,4264
gqvdL,tags= sykkel,2023,4264
jq3y9,hotness=60,67,4354
jq3y9,lifetime=20,71,4354
jq3y9,Time=15,7,4354
jq3y9,categories=fotball,41,4354
jq3y9,tags=slaget om sørlandet,3342,4354
jq3y9,tags= sparebanken sør arena,1926,4354
jq3y9,tags= sør cup,2034,4354
jqPnb,hotness=40,65,4369
jqPnb,lifetime=40,72,4369
jqPnb,Time=15,7,4369
jqPnb,categories=osloby,52,4369
jqPnb,tags=kriminalitet,2918,4369
jqPnb,tags= straffeloven,1982,4369
jqPnb,tags= vold,2287,4369
k5M7k,hotness=50,66,4420
k5M7k,lifetime=20,71,4420
k5M7k,Time=10,2,4420
k5M7k,categories=norge,50,4420
k5M7k,tags=namsos,3078,4420
k5M7k,tags= kripos,1162,4420
k5M7k,tags= etterforskning,590,4420
k5M7k,tags= politiet,1652,4420
k5M7k,tags= trondheim,2154,4420
k58Qa,hotness=10,62,4406
k58Qa,lifetime=20,71,4406
k58Qa,Time=22,15,4406
k58Qa,categories=verden,59,4406
k58Qa,tags=,74,4406
bVkpq,hotness=40,65,3814
bVkpq,lifetime=60,73,3814
bVkpq,Time=19,11,3814
bVkpq,categories=meninger,47,3814
bVkpq,categories= debatt,24,3814
bVkpq,tags=22. juli,2351,3814
bVkpq,tags= hole,881,3814
bVkpq,tags= kunst,1195,3814
bVkpq,tags= jan tore sanner,997,3814
k5Mxv,hotness=40,65,4421
k5Mxv,lifetime=20,71,4421
k5Mxv,Time=3,17,4421
k5Mxv,categories=norge,50,4421
k5Mxv,tags=,74,4421
lq3py,hotness=40,65,4665
lq3py,lifetime=20,71,4665
lq3py,Time=15,7,4665
lq3py,categories=fotball,41,4665
lq3py,tags=slaget om sørlandet,3342,4665
lq3py,tags= fotball 1. div,719,4665
lq3py,tags= arendal fotball,173,4665
lq3py,tags= ik start,932,4665
lq3py,tags= fotball,718,4665
lqMGe,hotness=20,63,4683
lqMGe,lifetime=20,71,4683
lqMGe,Time=19,11,4683
lqMGe,categories=meninger,47,4683
lqMGe,categories= sid,30,4683
lqMGe,tags=bistand,2463,4683
lqMGe,tags= erna solberg,582,4683
mqM9v,hotness=40,65,4823
mqM9v,lifetime=20,71,4823
mqM9v,Time=9,23,4823
mqM9v,categories=fotball,41,4823
mqM9v,tags=rune skarsfjord,3280,4823
mqM9v,tags= fk haugesund,666,4823
mqM9v,tags= bård flovik,385,4823
mqM9v,tags= tromsø il,2149,4823
oqk6j,hotness=10,62,5011
oqk6j,lifetime=20,71,5011
oqk6j,Time=14,6,5011
oqk6j,categories=personalia,53,5011
oqk6j,tags=nekrolog,3091,5011
orXL0,hotness=30,64,5044
orXL0,lifetime=60,73,5044
orXL0,Time=9,23,5044
orXL0,categories=kultur,45,5044
orXL0,tags=kunstanmeldelse,2935,5044
orXL0,tags= kunst,1195,5044
oqM2g,hotness=50,66,4997
oqM2g,lifetime=20,71,4997
oqM2g,Time=7,21,4997
oqM2g,categories=norge,50,4997
oqM2g,tags=nrk,3129,4997
nqLzQ,hotness=50,66,4954
nqLzQ,lifetime=40,72,4954
nqLzQ,Time=18,10,4954
nqLzQ,categories=motorsport,49,4954
nqLzQ,tags=rallycross,3226,4954
nqLzQ,tags= andreas bakkerud,149,4954
nqLzQ,tags= ford,700,4954
nqLln,hotness=30,64,4953
nqLln,lifetime=20,71,4953
nqLln,Time=3,17,4953
nqLln,categories=verden,59,4953
nqLln,tags=australia,2417,4953
nqLln,tags= johnny depp,1033,4953
pqMq1,hotness=40,65,5109
pqMq1,lifetime=20,71,5109
pqMq1,Time=10,2,5109
pqMq1,categories=kultur,45,5109
pqMq1,tags=engelsk,2600,5109
pqMq1,tags= språk,1933,5109
nqLEd,hotness=40,65,4951
nqLEd,lifetime=20,71,4951
nqLEd,Time=9,23,4951
nqLEd,categories=norge,50,4951
nqLEd,tags=overgrep,3168,4951
oqM5m,hotness=40,65,4998
oqM5m,lifetime=20,71,4998
oqM5m,Time=10,2,4998
oqM5m,categories=fotball,41,4998
oqM5m,tags=,74,4998
vq6gj,hotness=30,64,5551
vq6gj,lifetime=20,71,5551
vq6gj,Time=16,8,5551
vq6gj,categories=norge,50,5551
vq6gj,tags=,74,5551
rq80a,hotness=30,64,5321
rq80a,lifetime=20,71,5321
rq80a,Time=12,4,5321
rq80a,categories=verden,59,5321
rq80a,tags=london,2981,5321
qqOBw,hotness=60,67,5297
qqOBw,lifetime=40,72,5297
qqOBw,Time=18,10,5297
qqOBw,categories=kultur,45,5297
qqOBw,tags=22. juli-minnesmerket,2352,5297
qqOBw,tags= 22. juli,78,5297
qqOBw,tags= oslo,1590,5297
qqOBw,tags= kunst,1195,5297
qqOBw,tags= jan tore sanner,997,5297
qqOBw,tags= byutvikling,382,5297
qqOBw,tags= regjeringskvartalet,1714,5297
rq8Kw,hotness=60,67,5324
rq8Kw,lifetime=20,71,5324
rq8Kw,Time=5,19,5324
rq8Kw,categories=verden,59,5324
rq8Kw,tags=syria,3420,5324
rq8Kw,tags= det hvite hus,481,5324
rq8Kw,tags= bashar al-assad,258,5324
rq8Kw,tags= usa,2214,5324
pqMzX,hotness=40,65,5111
pqMzX,lifetime=40,72,5111
pqMzX,Time=16,8,5111
pqMzX,categories=norge,50,5111
pqMzX,tags=,74,5111
rqzgm,hotness=60,67,5364
rqzgm,lifetime=40,72,5364
rqzgm,Time=15,7,5364
rqzgm,categories=idrettspolitikk,42,5364
rqzgm,tags=ol,3141,5364
rqzPw,hotness=40,65,5363
rqzPw,lifetime=40,72,5363
rqzPw,Time=16,8,5363
rqzPw,categories=norge,50,5363
rqzPw,tags=vest politidistrikt,3546,5363
rqzPw,tags= amfetamin,143,5363
rqzPw,tags= osterøy,1598,5363
rqzPw,tags= gulating lagmannsrett,815,5363
rqzPw,tags= bergen,273,5363
rqzPw,tags= politiet,1652,5363
vR8mp,hotness=20,63,5458
vR8mp,lifetime=60,73,5458
vR8mp,Time=11,3,5458
vR8mp,categories=kultur,45,5458
vR8mp,tags=aftenposten,2365,5458
wqRr1,hotness=40,65,5725
wqRr1,lifetime=40,72,5725
wqRr1,Time=17,9,5725
wqRr1,categories=fotball,41,5725
wqRr1,tags=eliteserien,2596,5725
wqRr1,tags= viking fk,2266,5725
yqz2K,hotness=40,65,5975
yqz2K,lifetime=20,71,5975
yqz2K,Time=9,23,5975
yqz2K,categories=fotball,41,5975
yqz2K,tags=brann stadion,2485,5975
yqz2K,tags= byrådet (bergen),379,5975
yqz2K,tags= eliteserien,558,5975
yqz2K,tags= sk brann,1866,5975
yqz2K,tags= bergen,273,5975
zqMG5,hotness=10,62,6126
zqMG5,lifetime=20,71,6126
zqMG5,Time=13,5,6126
zqMG5,categories=kultur,45,6126
zqMG5,tags=quiz,3222,6126
zq0jq,hotness=30,64,6092
zq0jq,lifetime=40,72,6092
zq0jq,Time=7,21,6092
zq0jq,categories=fotball,41,6092
zq0jq,tags=christian gytkjær,2523,6092
zq0jq,tags= eliteserien,558,6092
zq0jq,tags= rosenborg bk,1764,6092
zq0jq,tags= nicki bille nielsen,1489,6092
LV384,hotness=40,65,2403
LV384,lifetime=20,71,2403
LV384,Time=10,2,2403
LV384,categories=fotball,41,2403
LV384,tags=slaget om sørlandet,3342,2403
LV384,tags= ik start,932,2403
LV63p,hotness=40,65,2409
LV63p,lifetime=20,71,2409
LV63p,Time=19,11,2409
LV63p,categories=ballsport,35,2409
LV63p,tags=herrelandslaget håndball,2761,2409
LVoJ9,hotness=40,65,2431
LVoJ9,lifetime=40,72,2431
LVoJ9,Time=20,13,2431
LVoJ9,categories=okonomi,51,2431
LVoJ9,tags=flyindustrien,2661,2431
LVoJ9,tags= oslo lufthavn,1593,2431
LVoJ9,tags= luftfart,1279,2431
LVoJ9,tags= norwegian,1527,2431
Janym,hotness=50,66,2064
Janym,lifetime=40,72,2064
Janym,Time=9,23,2064
Janym,categories=verden,59,2064
Janym,tags=erna solberg,2609,2064
Janym,tags= jan tore sanner,997,2064
Janym,tags= børge brende,391,2064
Janym,tags= kina,1091,2064
Janym,tags= liu xiaobo,1269,2064
KV6n7,hotness=50,66,2336
KV6n7,lifetime=40,72,2336
KV6n7,Time=15,7,2336
KV6n7,categories=norge,50,2336
KV6n7,tags=hacking,2739,2336
LV6MR,hotness=50,66,2411
LV6MR,lifetime=40,72,2411
LV6MR,Time=17,9,2411
LV6MR,categories=norge,50,2411
LV6MR,tags=,74,2411
KVLVE,hotness=20,63,2352
KVLVE,lifetime=20,71,2352
KVLVE,Time=11,3,2352
KVLVE,categories=fotball,41,2352
KVLVE,tags=barnefotball,2434,2352
KVLVE,tags= skandia,1872,2352
KVLVE,tags= fotball,718,2352
KVL54,hotness=30,64,2350
KVL54,lifetime=40,72,2350
KVL54,Time=19,11,2350
KVL54,categories=meninger,47,2350
KVL54,categories= debatt,24,2350
KVL54,tags=internrevisjonen,2804,2350
KVL54,tags= debatt,470,2350
KVL54,tags= omskjæring,1577,2350
KVL54,tags= fns barnekonvensjon,685,2350
2W92a,hotness=10,62,393
2W92a,lifetime=20,71,393
2W92a,Time=19,11,393
2W92a,categories=kultur,45,393
2W92a,tags=quiz,3222,393
019Pg,hotness=60,67,7
019Pg,lifetime=40,72,7
019Pg,Time=16,8,7
019Pg,categories=kultur,45,7
019Pg,tags=22. juli-minnesmerket,2352,7
019Pg,tags= statsbygg,1950,7
019Pg,tags= kunst,1195,7
1LjBG,hotness=20,63,197
1LjBG,lifetime=20,71,197
1LjBG,Time=21,14,197
1LjBG,categories=idrettspolitikk,42,197
1LjBG,tags=,74,197
0198J,hotness=30,64,6
0198J,lifetime=40,72,6
0198J,Time=19,11,6
0198J,categories=kultur,45,6
0198J,tags=film,2648,6
0198J,tags= filmanmeldelse,647,6
0198J,tags= will ferrell,2310,6
1LjnW,hotness=40,65,198
1LjnW,lifetime=40,72,198
1LjnW,Time=16,8,198
1LjnW,categories=fotball,41,198
1LjnW,tags=kongsvinger il,2908,198
1LqEe,hotness=10,62,213
1LqEe,lifetime=20,71,213
1LqEe,Time=19,11,213
1LqEe,categories=norge,50,213
1LqEe,tags=firda,2652,213
1LqEe,tags= erna solberg,582,213
1LqEe,tags= førde,762,213
1LqEe,tags= ari behn,176,213
1LqEe,tags= kvinnherad,1207,213
1Lq0K,hotness=40,65,212
1Lq0K,lifetime=20,71,212
1Lq0K,Time=11,3,212
1Lq0K,categories=norge,50,212
1Lq0K,tags=vær,3572,212
1Lq0K,tags= meteorologisk institutt,1379,212
1Lq0K,tags= norge,1507,212
2W9a4,hotness=40,65,395
2W9a4,lifetime=20,71,395
2W9a4,Time=16,8,395
2W9a4,categories=sjakk,55,395
2W9a4,tags=magnus carlsen,2999,395
2W9a4,tags= sjakk,1860,395
3nqQA,hotness=50,66,532
3nqQA,lifetime=20,71,532
3nqQA,Time=7,21,532
3nqQA,categories=norge,50,532
3nqQA,tags=helse sør-øst (hsø),2754,532
3nqQA,tags= personvern,1633,532
3nqQA,tags= it-sikkerhet,980,532
3nqQA,tags= nrk,1532,532
3nBL9,hotness=20,63,514
3nBL9,lifetime=20,71,514
3nBL9,Time=8,22,514
3nBL9,categories=fotball,41,514
3nBL9,tags=tom høgli,3465,514
3nBL9,tags= bård flovik,385,514
3nBL9,tags= tromsø il,2149,514
3nBl9,hotness=60,67,515
3nBl9,lifetime=40,72,515
3nBl9,Time=19,11,515
3nBl9,categories=andreidretter,34,515
3nBl9,tags=stup,3397,515
3nBl9,tags= norge,1507,515
3nBl9,tags= ol,1555,515
3nBl9,tags= bergen,273,515
4PLdq,hotness=20,63,560
4PLdq,lifetime=20,71,560
4PLdq,Time=15,7,560
4PLdq,categories=norge,50,560
4PLdq,tags=politiet,3199,560
4PLdq,tags= klepp,1115,560
3nM0v,hotness=10,62,521
3nM0v,lifetime=20,71,521
3nM0v,Time=19,11,521
3nM0v,categories=kultur,45,521
3nM0v,tags=san francisco,3291,521
3nM0v,tags= museum of modern art,1438,521
3nM0v,tags= utstilling,2223,521
3nM0v,tags= kunst,1195,521
3nqzA,hotness=40,65,533
3nqzA,lifetime=40,72,533
3nqzA,Time=18,10,533
3nqzA,categories=norge,50,533
3nqzA,tags=datakriminalitet,2548,533
3nqzA,tags= datavirus,465,533
3nqzA,tags= politiet,1652,533
4PLja,hotness=50,66,561
4PLja,lifetime=40,72,561
4PLja,Time=16,8,561
4PLja,categories=idrettspolitikk,42,561
4PLja,tags=lillehammer,2968,561
4PLja,tags= ol,1555,561
7rV89,hotness=50,66,1096
7rV89,lifetime=40,72,1096
7rV89,Time=15,7,1096
7rV89,categories=fotball,41,1096
7rV89,tags=ada hegerberg,2358,1096
7rV89,tags= caroline graham hansen,401,1096
7rV89,tags= kvinnelandslaget fotball,1204,1096
7rV89,tags= fotball-em,721,1096
55Lnb,hotness=40,65,733
55Lnb,lifetime=40,72,733
55Lnb,Time=19,11,733
55Lnb,categories=fotball,41,733
55Lnb,tags=arna-bjørnar fotball,2405,733
7rqKB,hotness=30,64,1129
7rqKB,lifetime=20,71,1129
7rqKB,Time=17,9,1129
7rqKB,categories=norge,50,1129
7rqKB,tags=sogn og fjordane,3347,1129
7rqKB,tags= aurland,217,1129
7rqKB,tags= basehopping,257,1129
8y5LE,hotness=40,65,1250
8y5LE,lifetime=20,71,1250
8y5LE,Time=8,22,1250
8y5LE,categories=fotball,41,1250
8y5LE,tags=fifa,2645,1250
7rq5B,hotness=20,63,1128
7rq5B,lifetime=20,71,1128
7rq5B,Time=19,11,1128
7rq5B,categories=fotball,41,1128
7rq5B,tags=hødd,2787,1128
4Pbg9,hotness=50,66,566
4Pbg9,lifetime=40,72,566
4Pbg9,Time=12,4,566
4Pbg9,categories=meninger,47,566
4Pbg9,categories= kommentar,25,566
4Pbg9,tags=bjørn kjos,2466,566
4Pbg9,tags= fly,675,566
4Pbg9,tags= ryanair,1780,566
4Pbg9,tags= norwegian,1527,566
4Pbg9,tags= fagforening,613,566
8y5Mx,hotness=20,63,1251
8y5Mx,lifetime=40,72,1251
8y5Mx,Time=10,2,1251
8y5Mx,categories=vintersport,60,1251
8y5Mx,tags=nina løseth,3104,1251
8y5OW,hotness=30,64,1252
8y5OW,lifetime=20,71,1252
8y5OW,Time=3,17,1252
8y5OW,categories=osloby,52,1252
8y5OW,tags=,74,1252
8y5zw,hotness=40,65,1257
8y5zw,lifetime=20,71,1257
8y5zw,Time=7,21,1257
8y5zw,categories=norge,50,1257
8y5zw,tags=økokrim,3589,1257
8y5zw,tags= westerdal,2306,1257
8y5nG,hotness=10,62,1254
8y5nG,lifetime=20,71,1254
8y5nG,Time=19,11,1254
8y5nG,categories=norge,50,1254
8y5nG,tags=nekrolog,3091,1254
8yPaG,hotness=40,65,1281
8yPaG,lifetime=20,71,1281
8yPaG,Time=19,11,1281
8yPaG,categories=norge,50,1281
8yPaG,tags=bistand,2463,1281
8yPaG,tags= distriktspolitikk,495,1281
8yPaG,tags= førde,762,1281
99bPw,hotness=10,62,1414
99bPw,lifetime=20,71,1414
99bPw,Time=19,11,1414
99bPw,categories=personalia,53,1414
99bPw,tags=nekrolog,3091,1414
99bGq,hotness=50,66,1413
99bGq,lifetime=40,72,1413
99bGq,Time=6,20,1413
99bGq,categories=okonomi,51,1413
99bGq,tags=oljebransjen,3147,1413
99bGq,tags= aibel,104,1413
99bGq,tags= aasta hansteen,88,1413
99bGq,tags= gina krog,784,1413
99bGq,tags= norsk sokkel,1522,1413
99bGq,tags= statoil,1948,1413
99bGq,tags= nordsjøen,1506,1413
99bGq,tags= johan sverdrup,1023,1413
AA7n3,hotness=10,62,1447
AA7n3,lifetime=20,71,1447
AA7n3,Time=10,2,1447
AA7n3,categories=kultur,45,1447
AA7n3,tags=,74,1447
AAb65,hotness=40,65,1466
AAb65,lifetime=40,72,1466
AAb65,Time=5,19,1466
AAb65,categories=andreidretter,34,1466
AAb65,tags=voss,3566,1466
AAb65,tags= leder,1236,1466
AAb65,tags= festival,636,1466
BpG19,hotness=30,64,1683
BpG19,lifetime=20,71,1683
BpG19,Time=9,23,1683
BpG19,categories=norge,50,1683
BpG19,tags=,74,1683
EVJeG,hotness=40,65,1786
EVJeG,lifetime=40,72,1786
EVJeG,Time=17,9,1786
EVJeG,categories=andreidretter,34,1786
EVJeG,tags=voss,3566,1786
EVJeG,tags= hopp,888,1786
EVJeG,tags= fjell,660,1786
EVJeG,tags= basehopping,257,1786
0191G,hotness=40,65,5
0191G,lifetime=40,72,5
0191G,Time=19,11,5
0191G,categories=meninger,47,5
0191G,categories= leder,26,5
0191G,tags=pensjonsreformen,3185,5
0191G,tags= leder,1236,5
0191G,tags= arbeiderpartiet (ap),166,5
0191G,tags= jonas gahr støre,1038,5
GV0KQ,hotness=40,65,1826
GV0KQ,lifetime=20,71,1826
GV0KQ,Time=20,13,1826
GV0KQ,categories=fotball,41,1826
GV0KQ,tags=,74,1826
GV0dl,hotness=40,65,1828
GV0dl,lifetime=20,71,1828
GV0dl,Time=12,4,1828
GV0dl,categories=fotball,41,1828
GV0dl,tags=klepp il,2892,1828
GV0Vl,hotness=40,65,1827
GV0Vl,lifetime=20,71,1827
GV0Vl,Time=13,5,1827
GV0Vl,categories=osloby,52,1827
GV0Vl,tags=22. juli,2351,1827
GV0Vl,tags= statsbygg,1950,1827
GV0Vl,tags= regjeringskvartalet,1714,1827
GVBQ6,hotness=20,63,1845
GVBQ6,lifetime=20,71,1845
GVBQ6,Time=18,10,1845
GVBQ6,categories=verden,59,1845
GVBQ6,tags=,74,1845
Ja61P,hotness=20,63,2011
Ja61P,lifetime=40,72,2011
Ja61P,Time=5,19,2011
Ja61P,categories=fotball,41,2011
Ja61P,tags=ranheim il,3228,2011
Ja61P,tags= fotball 1. div,719,2011
Ja61P,tags= eliteserien,558,2011
Ja61P,tags= rosenborg bk,1764,2011
Ja656,hotness=50,66,2012
Ja656,lifetime=40,72,2012
Ja656,Time=12,4,2012
Ja656,categories=familieogoppvekst,40,2012
Ja656,tags=datatilsynet,2549,2012
Ja656,tags= snapchat,1896,2012
Ja656,tags= sosiale medier,1916,2012
Ja656,tags= personvern,1633,2012
Ja656,tags= kripos,1162,2012
Ja656,tags= facebook,612,2012
Ja6g8,hotness=40,65,2015
Ja6g8,lifetime=20,71,2015
Ja6g8,Time=15,7,2015
Ja6g8,categories=verden,59,2015
Ja6g8,tags=venezuela,3543,2015
Ja6XR,hotness=60,67,2014
Ja6XR,lifetime=40,72,2014
Ja6XR,Time=9,23,2014
Ja6XR,categories=verden,59,2014
Ja6XR,tags=nato,3087,2014
Ja6XR,tags= donald trump,503,2014
Ja6XR,tags= jens stoltenberg,1008,2014
Ja6gP,hotness=60,67,2016
Ja6gP,lifetime=60,73,2016
Ja6gP,Time=10,2,2016
Ja6gP,categories=norge,50,2016
Ja6gP,tags=leserinnlegg,2963,2016
Ja6yP,hotness=40,65,2017
Ja6yP,lifetime=40,72,2017
Ja6yP,Time=19,11,2017
Ja6yP,categories=okonomi,51,2017
Ja6yP,tags=scandinavian airlines (sas),3302,2017
Ja6yP,tags= flyindustrien,676,2017
Ja6yP,tags= flyselskaper,680,2017
Ja6yP,tags= luftfart,1279,2017
Ja6yP,tags= norwegian,1527,2017
KV6b4,hotness=40,65,2335
KV6b4,lifetime=20,71,2335
KV6b4,Time=4,18,2335
KV6b4,categories=norge,50,2335
KV6b4,tags=,74,2335
KV6Jo,hotness=20,63,2333
KV6Jo,lifetime=40,72,2333
KV6Jo,Time=12,4,2333
KV6Jo,categories=fotball,41,2333
KV6Jo,tags=kåre ingebrigtsen,2941,2333
KV6Jo,tags= eliteserien,558,2333
KV6Jo,tags= rosenborg bk,1764,2333
KV6XX,hotness=30,64,2334
KV6XX,lifetime=20,71,2334
KV6XX,Time=7,21,2334
KV6XX,categories=kultur,45,2334
KV6XX,tags=litteraturhuset,2976,2334
KV6XX,tags= fritt ord,746,2334
KV6XX,tags= entra,577,2334
LV6KP,hotness=40,65,2410
LV6KP,lifetime=20,71,2410
LV6KP,Time=12,4,2410
LV6KP,categories=osloby,52,2410
LV6KP,tags=,74,2410
MV640,hotness=40,65,2535
MV640,lifetime=20,71,2535
MV640,Time=14,6,2535
MV640,categories=langrenn,46,2535
MV640,categories= vintersport,32,2535
MV640,tags=langrenn,2952,2535
MV690,hotness=20,63,2536
MV690,lifetime=40,72,2536
MV690,Time=7,21,2536
MV690,categories=fotball,41,2536
MV690,tags=if fløya,2791,2536
MVP1B,hotness=40,65,2552
MVP1B,lifetime=20,71,2552
MVP1B,Time=19,11,2552
MVP1B,categories=andreidretter,34,2552
MVP1B,tags=,74,2552
Oxv8l,hotness=60,67,2801
Oxv8l,lifetime=60,73,2801
Oxv8l,Time=19,11,2801
Oxv8l,categories=norge,50,2801
Oxv8l,categories= politikk,29,2801
Oxv8l,tags=stortingsvalg 2017,3390,2801
Oxv8l,tags= meningsmålinger,1369,2801
Oxv8l,tags= politikk,1653,2801
PV5GX,hotness=40,65,2827
PV5GX,lifetime=60,73,2827
PV5GX,Time=19,11,2827
PV5GX,categories=kronikk,44,2827
PV5GX,categories= meninger,27,2827
PV5GX,tags=bil,2458,2827
PV5GX,tags= oslo,1590,2827
PV5GX,tags= trafikk,2129,2827
OV65A,hotness=20,63,2663
OV65A,lifetime=40,72,2663
OV65A,Time=12,4,2663
OV65A,categories=fotball,41,2663
OV65A,tags=skandia,3323,2663
OV65A,tags= fotball,718,2663
PV5k7,hotness=30,64,2828
PV5k7,lifetime=20,71,2828
PV5k7,Time=14,6,2828
PV5k7,categories=norge,50,2828
PV5k7,tags=,74,2828
WV6ej,hotness=40,65,3303
WV6ej,lifetime=20,71,3303
WV6ej,Time=5,19,3303
WV6ej,categories=verden,59,3303
WV6ej,tags=venezuela,3543,3303
QV5Ax,hotness=30,64,2936
QV5Ax,lifetime=60,73,2936
QV5Ax,Time=19,11,2936
QV5Ax,categories=kultur,45,2936
QV5Ax,tags=film,2648,2936
QV5Ax,tags= filmanmeldelse,647,2936
QV5Ax,tags= animasjon,157,2936
VVQ3J,hotness=40,65,3274
VVQ3J,lifetime=20,71,3274
VVQ3J,Time=9,23,3274
VVQ3J,categories=norge,50,3274
VVQ3J,tags=kulturdepartementet,2933,3274
VVQ3J,tags= islamsk råd norge,975,3274
VVQ3J,tags= islam i norge,973,3274
RVrwW,hotness=50,66,3086
RVrwW,lifetime=60,73,3086
RVrwW,Time=19,11,3086
RVrwW,categories=osloby,52,3086
RVrwW,categories= sulten,31,3086
RVrwW,tags=kjøtt,2889,3086
RVrwW,tags= chili,415,3086
RVrwW,tags= oslo,1590,3086
RVrwW,tags= restaurantanmeldelse,1734,3086
RVrwW,tags= laks,1215,3086
RVrwW,tags= aker brygge,109,3086
RVrwW,tags= sopp,1915,3086
RVrwW,tags= grill,801,3086
RVrwW,tags= gris,803,3086
RVrwW,tags= mais,1308,3086
RV6Ax,hotness=50,66,3067
RV6Ax,lifetime=20,71,3067
RV6Ax,Time=19,11,3067
RV6Ax,categories=kultur,45,3067
RV6Ax,tags=22. juli,2351,3067
RV6Ax,tags= kunst,1195,3067
QV5VJ,hotness=20,63,2938
QV5VJ,lifetime=20,71,2938
QV5VJ,Time=12,4,2938
QV5VJ,categories=meninger,47,2938
QV5VJ,tags=rune robertsen,3279,2938
QV5VJ,tags= eliteserien,558,2938
QV5VJ,tags= tromsø il,2149,2938
WV6MG,hotness=40,65,3302
WV6MG,lifetime=20,71,3302
WV6MG,Time=10,2,3302
WV6MG,categories=fotball,41,3302
WV6MG,tags=,74,3302
WV6w2,hotness=10,62,3305
WV6w2,lifetime=20,71,3305
WV6w2,Time=19,11,3305
WV6w2,categories=personalia,53,3305
WV6w2,tags=nekrolog,3091,3305
WV6yQ,hotness=50,66,3306
WV6yQ,lifetime=40,72,3306
WV6yQ,Time=8,22,3306
WV6yQ,categories=digital,39,3306
WV6yQ,tags=kriminalitet,2918,3306
WV6yQ,tags= windows,2313,3306
WV6yQ,tags= nettbank,1474,3306
WV6yQ,tags= apple,164,3306
WV6yQ,tags= dropbox,515,3306
WV6yQ,tags= hacking,822,3306
WV6yQ,tags= wannacry-angrepet,2298,3306
WV6yQ,tags= microsoft,1386,3306
WV6yQ,tags= facebook,612,3306
aVjWO,hotness=40,65,3601
aVjWO,lifetime=20,71,3601
aVjWO,Time=18,10,3601
aVjWO,categories=fotball,41,3601
aVjWO,tags=klepp,2891,3601
aVvVA,hotness=30,64,3608
aVvVA,lifetime=20,71,3608
aVvVA,Time=19,11,3608
aVvVA,categories=meninger,47,3608
aVvVA,categories= sid,30,3608
aVvVA,tags=solkrem,3349,3608
bVXKg,hotness=50,66,3807
bVXKg,lifetime=60,73,3807
bVXKg,Time=19,11,3807
bVXKg,categories=meninger,47,3807
bVXKg,categories= debatt,24,3807
bVXKg,tags=psykisk helse,3217,3807
WV7ba,hotness=40,65,3307
WV7ba,lifetime=20,71,3307
WV7ba,Time=16,8,3307
WV7ba,categories=fotball,41,3307
WV7ba,tags=christian gytkjær,2523,3307
WV7ba,tags= eliteserien,558,3307
dVLw1,hotness=40,65,3980
dVLw1,lifetime=40,72,3980
dVLw1,Time=21,14,3980
dVLw1,categories=fotball,41,3980
dVLw1,tags=manchester city,3005,3980
dVLw1,tags= cristiano ronaldo,435,3980
dVLw1,tags= portugal,1657,3980
dVvEz,hotness=40,65,4012
dVvEz,lifetime=20,71,4012
dVvEz,Time=10,2,4012
dVvEz,categories=kultur,45,4012
dVvEz,tags=parkering,3178,4012
dVvEz,tags= dagfinn haarr,447,4012
dVvEz,tags= helsedirektoratet,858,4012
dVvEz,tags= palmesus,1607,4012
dVv6q,hotness=10,62,4011
dVv6q,lifetime=20,71,4011
dVv6q,Time=19,11,4011
dVv6q,categories=kultur,45,4011
dVv6q,tags=språk,3365,4011
eVaxg,hotness=20,63,4133
eVaxg,lifetime=40,72,4133
eVaxg,Time=10,2,4133
eVaxg,categories=ballsport,35,4133
eVaxg,tags=håndball,2784,4133
bVXx3,hotness=50,66,3808
bVXx3,lifetime=40,72,3808
bVXx3,Time=19,11,3808
bVXx3,categories=meninger,47,3808
bVXx3,categories= debatt,24,3808
bVXx3,tags=landbruk,2947,3808
